ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDYY81531,Calisto\CS-560,Ms. Anna Dunlap,F,2019-11-09,2021-01-27,2021-10-25,0,Andorra,Maldives,8276.62,1,0,1,967.55
IDYY53897,Calisto\CS-059,Ms. Kerri Hickerson,F,2008-12-15,2021-05-14,2022-03-14,0,Japan,Gibraltar,11148.05,1,0,1,1185.83
IDZZ22059,Omega\OG-913,Ms. Mildred Chan,F,2015-02-26,2021-02-11,2021-03-28,0,Cyprus,Sierra Leone,5466.9,1,1,3,1150.4
IDXX99198,Adonis\AS-340,Mr. Jerry Perkins,M,1985-01-13,2021-08-04,2022-05-19,1,Syria,Netherlands Antilles,10836.39,2,1,1,1258.1
IDXX41271,Adonis\AS-216,Mr. Andrew Munoz,M,2000-09-06,2021-07-24,2022-01-21,1,Chile,Bulgaria,13130.3,1,1,1,1549.84
IDZZ97269,Omega\OG-330,Ms. Brandy Mcclain,F,2008-06-02,2021-01-01,2021-06-03,0,Ecuador,Malawi,12399.76,1,0,2,2678.8650000000002
IDXX74902,Adonis\AS-496,Mr. Paul Treat,M,1989-01-02,2021-08-01,2022-05-15,1,Grenada,Bolivia,3185.93,1,0,2,1028.59
IDZZ84363,Omega\OG-390,Ms. Lois Pierce,F,2018-08-05,2021-05-19,2022-04-05,0,Bahamas,Aruba,1596.79,1,0,1,400.55
IDZZ06255,Omega\OG-261,Ms. Chung Miller,F,1992-10-18,2021-06-13,2022-03-30,1,San Marino,Uruguay,10965.0,2,0,1,949.2
IDZZ11180,Omega\OG-655,Mr. Nathan Walton,M,1996-12-22,2021-03-28,2021-06-27,1,Angola,Swaziland,2222.75,1,0,2,680.67
IDXX72481,Adonis\AS-044,Ms. Donna Brock,F,2020-11-30,2021-08-02,2022-05-23,0,Gabon,Turkmenistan,6591.05,2,0,1,861.56
IDXX84952,Adonis\AS-587,Mr. Darryl Farkas,M,1980-10-21,2021-03-11,2021-09-20,1,Saudi Arabia,United States,12102.51,1,0,1,1613.08
IDZZ17585,Omega\OG-947,Ms. Jessie Rivera,F,2003-12-30,2021-05-18,2021-11-05,1,Malawi,Uganda,1643.38,0,1,2,647.77
IDXX60184,Adonis\AS-899,Ms. Kathleen Gonzalez,F,1996-12-18,2021-01-03,2021-11-11,1,Saint Pierre and Miquelon,Liechtenstein,4837.46,0,1,1,890.84
IDXX03908,Adonis\AS-112,Mr. Gary Reyes,M,2004-01-07,2021-02-27,2021-05-24,1,Malawi,Malaysia,7724.86,0,0,2,2040.26
IDYY58452,Calisto\CS-161,Mr. Michael Jones,M,1987-06-20,2021-03-18,2021-09-14,1,Russia,Netherlands Antilles,11812.55,1,0,1,1371.28
IDZZ72274,Omega\OG-649,Ms. Jody Mcgee,F,2005-08-26,2021-03-24,2021-10-08,1,Uganda,Nauru,14987.76,1,1,1,1176.44
IDZZ11846,Omega\OG-105,Mr. Glenn Frame,M,1994-06-08,2021-10-08,2021-11-11,1,Barbados,Czech Republic,7827.62,2,0,2,1246.96
IDYY54377,Calisto\CS-655,Ms. Linda Camp,F,1995-04-08,2021-01-08,2021-07-04,1,Tokelau,Morocco,17048.12,2,0,2,3038.91
IDXX91640,Adonis\AS-658,Ms. Brittany Perlman,F,1988-03-14,2021-06-02,2022-05-12,1,Mauritius,Gambia,8813.14,2,1,1,1064.02
IDXX28759,Adonis\AS-642,Ms. Kimberly Pariente,F,2005-11-17,2021-12-05,2022-07-16,1,Fiji,Hong Kong,8331.03,2,0,2,1967.5
IDYY10557,Calisto\CS-293,Ms. Stacie Cundiff,F,1997-06-02,2021-11-07,2022-02-24,1,France,Uruguay,10522.55,1,0,2,2098.75
IDZZ32357,Omega\OG-343,Mr. Raymond Woodard,M,2012-02-09,2021-08-10,2021-11-19,0,Austria,Portugal,2039.76,1,0,2,549.28
IDYY77204,Calisto\CS-612,Mr. Daniel Younce,M,1985-03-16,2021-08-14,2022-08-09,1,Paraguay,São Tomé and Príncipe,7493.67,0,0,1,1141.57
IDZZ80126,Omega\OG-819,Mr. John Blake,M,2005-04-09,2021-11-28,2022-10-18,1,Vanuatu,Kyrgyzstan,11318.66,2,0,1,975.54
IDZZ79133,Omega\OG-220,Ms. Sue Marin,F,1989-10-27,2021-05-17,2022-04-10,1,Ecuador,Libya,10648.8,1,0,2,1692.12
IDXX20424,Adonis\AS-959,Mr. Vance Martin,M,1999-09-30,2021-11-07,2022-02-18,1,Slovenia,Monaco,654.07,1,1,2,477.25
IDXX89242,Adonis\AS-678,Ms. Robbie Kyle,F,1987-07-17,2021-03-22,2021-05-16,1,Palestinian Territories,Botswana,6145.96,0,1,3,2117.17
IDZZ97590,Omega\OG-763,Ms. Deborah Burgos,F,1993-09-25,2021-10-08,2022-09-17,1,Thailand,Niue,10501.38,2,1,2,1402.49
IDXX61331,Adonis\AS-858,Ms. Jennifer Howe,F,2001-09-04,2021-09-14,2022-01-08,1,United Kingdom,Benin,5153.37,2,0,2,1331.08
IDZZ97971,Omega\OG-833,Mr. Daniel Gates,M,2011-04-05,2021-07-17,2022-01-08,0,Palau,Sudan,11372.39,2,1,2,1399.55
IDXX66493,Adonis\AS-434,Ms. Rachel Novack,F,2000-05-15,2021-08-19,2022-06-29,1,Greenland,Tajikistan,6702.7,0,1,1,1058.44
IDXX05656,Adonis\AS-555,Mr. James Hourigan,M,2013-03-19,2021-12-15,2022-03-28,0,Zambia,Argentina,9240.59,1,1,2,1933.35
IDZZ26277,Omega\OG-432,Mr. Henry Gliem,M,2004-10-07,2021-03-12,2021-05-27,1,Cape Verde,South Africa,7219.73,1,1,2,1151.34
IDZZ95713,Omega\OG-189,Ms. Shasta Rodriquez,F,2019-05-18,2021-06-18,2021-11-20,0,Nauru,South Africa,14892.3,2,0,2,1974.23
IDYY93273,Calisto\CS-747,Ms. Cassie Antillon,F,1982-03-22,2021-02-09,2022-01-23,1,Sri Lanka,Ireland,9250.49,0,1,2,1821.24
IDZZ82558,Omega\OG-738,Mr. Donald Lichtenstein,M,2015-06-03,2021-10-22,2022-03-07,0,Slovakia,Saudi Arabia,3543.18,0,0,2,834.68
IDYY97760,Calisto\CS-780,Ms. Joan Conforti,F,2000-09-14,2021-03-11,2022-01-16,1,Chile,Mauritius,11812.03,1,1,2,2083.92
IDXX31092,Adonis\AS-541,Mr. Robert Reynolds,M,1980-12-16,2021-05-19,2022-03-31,1,Gambia,Rwanda,5273.14,1,1,1,844.81
IDXX33856,Adonis\AS-178,Ms. Wendy Dunphy,F,2012-01-05,2021-12-19,2022-01-24,0,South Africa,Slovenia,8576.69,1,1,2,1812.13
IDYY26861,Calisto\CS-883,Ms. Jessica Metayer,F,2003-08-02,2021-08-27,2022-07-15,1,Bangladesh,Bolivia,17195.04,2,1,1,1515.16
IDZZ15230,Omega\OG-499,Mr. Ronald Ford,M,1981-01-10,2021-05-22,2022-02-05,1,United States,Northern Mariana Islands,11227.29,2,0,2,822.355
IDXX23251,Adonis\AS-963,Ms. Patricia Trombetta,F,1994-07-16,2021-04-12,2021-08-24,1,Armenia,Honduras,12085.56,2,0,2,2718.89
IDXX14710,Adonis\AS-851,Ms. Jessica Mesa,F,2014-02-06,2021-04-17,2021-10-10,0,Tuvalu,Brunei,7109.13,0,0,2,1814.38
IDXX33921,Adonis\AS-395,Mr. Joel Bouchard,M,2001-02-05,2021-12-28,2022-09-02,1,Mexico,Cuba,2553.82,0,0,1,756.67
IDZZ76429,Omega\OG-454,Mr. Frank Bassett,M,2002-05-12,2021-09-23,2022-07-30,1,Colombia,French Southern Territories,13997.09,1,1,2,1886.94
IDZZ33705,Omega\OG-185,Mr. Michael Hammer,M,2007-01-08,2021-09-30,2022-03-31,0,Czech Republic,Greenland,3745.43,2,1,1,185.665
IDYY77748,Calisto\CS-836,Ms. Celeste Love,F,2021-01-29,2021-06-11,2022-03-10,0,Croatia,Belgium,1001.14,0,1,1,450.47
IDZZ28610,Omega\OG-110,Mr. Michael Roberson,M,1999-12-16,2021-10-10,2022-06-03,1,Guatemala,Liberia,8842.69,1,1,1,850.57
IDYY15620,Calisto\CS-110,Ms. Leann Noriega,F,1982-11-24,2021-05-18,2021-10-09,1,Cambodia,Guinea-Bissau,12893.65,2,0,2,2364.37
IDZZ27528,Omega\OG-125,Ms. Brenda Scott,F,2021-05-19,2021-10-05,2021-12-07,0,Portugal,Brazil,7494.99,1,1,2,1069.32
IDZZ24973,Omega\OG-590,Mr. Carl Rosenberg,M,1985-07-31,2021-04-01,2021-04-22,1,Egypt,Gabon,3699.88,2,1,2,669.84
IDYY00080,Calisto\CS-278,Mr. Edwin Frias,M,1983-10-05,2021-05-01,2021-11-10,1,Gambia,Tunisia,3387.06,2,1,1,519.34
IDZZ89053,Omega\OG-415,Mr. Maurice Campos,M,1987-11-14,2021-01-13,2021-09-14,1,Bahrain,Réunion,5263.63,2,0,1,614.25
IDXX73914,Adonis\AS-173,Mr. Richard Connor,M,2018-10-28,2021-07-25,2021-12-27,0,Philippines,Paraguay,18861.03,1,1,2,3657.59
IDZZ86010,Omega\OG-412,Mr. Joshua Riggs,M,1981-04-08,2021-06-07,2022-04-01,1,Rwanda,Canada,12855.36,2,1,1,968.21
IDYY70099,Calisto\CS-451,Mr. Darryl Turner,M,2003-10-22,2021-06-15,2022-03-25,1,Germany,Lesotho,9159.67,2,0,1,1031.48
IDZZ36058,Omega\OG-989,Mr. Sean Cobb,M,2019-09-27,2021-01-12,2021-12-03,0,Netherlands,Gambia,4682.73,2,1,1,419.44
IDXX72248,Adonis\AS-628,Ms. Jana Moorman,F,2015-04-30,2021-10-24,2021-11-14,0,Comoros,Iraq,5020.24,1,0,3,906.92
IDYY72231,Calisto\CS-122,Ms. Ellen Spencer,F,1981-12-30,2021-12-16,2022-12-06,1,Burkina Faso,Oman,6177.79,0,0,1,1035.36
IDYY31766,Calisto\CS-162,Ms. Eva Blanchard,F,2002-09-28,2021-02-23,2021-03-20,1,Vanuatu,Fiji,1339.39,0,1,3,783.29
IDYY27049,Calisto\CS-338,Ms. Rachel Knowlton,F,2013-11-18,2021-12-22,2022-12-12,0,Australia,Portugal,16168.62,2,1,1,1325.52
IDYY78021,Calisto\CS-251,Ms. Shanita Chavarria,F,2016-03-03,2021-08-01,2022-01-15,0,Gabon,Morocco,4129.48,2,0,2,841.33
IDZZ69714,Omega\OG-876,Ms. Lisa Barker,F,1982-10-17,2021-09-24,2022-05-29,1,South Korea,Liechtenstein,8930.52,1,1,2,1327.53
IDZZ48212,Omega\OG-595,Mr. Carl Orr,M,1984-08-24,2021-03-18,2021-06-11,1,Slovenia,Guinea,4662.27,0,1,2,974.65
IDYY90165,Calisto\CS-782,Mr. John Moss,M,1984-11-15,2021-08-07,2022-05-20,1,Singapore,North Korea,4955.28,0,0,1,939.79
IDYY47970,Calisto\CS-646,Mr. Thomas Abrams,M,2003-11-23,2021-09-28,2022-02-04,1,Colombia,Haiti,1617.84,0,0,2,808.3
IDZZ10235,Omega\OG-248,Ms. Cathy Hernandez,F,2001-01-04,2021-03-29,2022-01-18,1,Myanmar [Burma],Slovakia,7213.19,1,0,1,832.98
IDYY09218,Calisto\CS-496,Ms. Carol Boone,F,2019-02-26,2021-08-07,2022-02-17,0,Rwanda,Morocco,5413.62,0,0,1,854.47
IDYY24259,Calisto\CS-647,Ms. Dorothy Jaudon,F,2004-01-03,2021-06-01,2021-08-10,1,Syria,Latvia,2686.51,0,0,2,969.52
IDXX88352,Adonis\AS-712,Mr. John Richards,M,1981-08-11,2021-04-25,2021-06-26,1,Kuwait,Sweden,4051.3,2,0,2,1119.33
IDZZ72478,Omega\OG-029,Ms. Cheryl Anaya,F,1997-09-02,2021-06-27,2021-08-16,1,Brazil,Rwanda,9080.72,0,0,2,1605.38
IDZZ42299,Omega\OG-282,Ms. Yvonne Lowman,F,1999-04-02,2021-05-29,2021-09-02,1,Uganda,Macau,9059.47,0,1,2,1440.86
IDZZ76734,Omega\OG-177,Ms. Crystal Wild,F,1991-08-02,2021-06-05,2021-10-07,1,Congo [Republic],Canada,11962.31,2,1,2,1563.67
IDYY54781,Calisto\CS-531,Mr. Chris Blomquist,M,1996-03-01,2021-08-01,2021-09-12,1,Guyana,Serbia,8837.67,1,0,3,2538.77
IDYY90344,Calisto\CS-455,Ms. Linda Vogt,F,2002-01-08,2021-02-26,2022-01-20,1,American Samoa,Switzerland,16410.8,2,0,1,1606.69
IDZZ44384,Omega\OG-019,Mr. Carl Williams,M,2012-06-28,2021-03-14,2021-08-29,0,Mauritania,Netherlands Antilles,6244.59,0,1,2,1050.38
IDZZ00370,Omega\OG-671,Ms. Deloris Stride,F,2004-05-27,2021-05-11,2021-11-16,1,Syria,Germany,2921.67,0,0,1,693.45
IDZZ42123,Omega\OG-329,Ms. Janice Mccoin,F,1980-06-08,2021-01-26,2021-02-22,1,Taiwan,Ecuador,16846.19,2,0,2,2319.27
IDZZ05822,Omega\OG-936,Mr. Joe Espinosa,M,2011-09-16,2021-12-18,2022-12-08,0,Montserrat,Cocos [Keeling] Islands,17724.35,1,0,1,1369.59
IDYY23709,Calisto\CS-456,Ms. Carmela Musselwhite,F,2000-10-15,2021-02-11,2021-05-13,1,Belarus,Svalbard and Jan Mayen,2659.84,1,0,2,847.73
IDYY35091,Calisto\CS-581,Mr. Richard Faulk,M,2004-02-26,2021-07-04,2022-02-02,1,Panama,Bouvet Island,10417.83,1,0,1,1260.61
IDZZ70335,Omega\OG-482,Mr. David Walton,M,1988-03-23,2021-12-05,2022-07-22,1,Iraq,British Indian Ocean Territory,5316.66,1,1,1,659.27
IDYY42951,Calisto\CS-987,Ms. Janice Flores,F,2005-03-06,2021-09-29,2022-03-17,1,Saint Pierre and Miquelon,Yemen,9839.74,1,1,2,1795.32
IDZZ16276,Omega\OG-702,Mr. Jerry Russo,M,1995-11-19,2021-12-22,2022-04-22,1,Guatemala,Zambia,13379.55,2,1,2,1713.68
IDXX42184,Adonis\AS-956,Ms. Sheila Spiegel,F,2003-11-26,2021-06-04,2021-11-05,1,Kosovo,Palestinian Territories,1732.32,0,0,2,1271.79
IDXX75200,Adonis\AS-389,Ms. Frances Hogan,F,2011-11-18,2021-07-15,2022-03-25,0,Jordan,Guam,10966.87,2,1,1,1173.12
IDZZ19476,Omega\OG-521,Mr. Troy Karpinski,M,2010-06-13,2021-11-06,2022-03-28,0,Ghana,Bahrain,5810.32,0,0,2,1102.96
IDXX46941,Adonis\AS-527,Ms. Lois Sherron,F,2008-03-17,2021-12-19,2022-04-19,0,Heard Island and McDonald Islands,Georgia,11005.57,1,1,2,2245.84
IDYY37768,Calisto\CS-776,Ms. Verna Todd,F,1983-12-26,2021-03-17,2021-06-01,1,Réunion,Maldives,3323.72,0,1,2,969.28
IDZZ27333,Omega\OG-568,Ms. Debora Hines,F,1989-10-18,2021-08-25,2022-01-23,1,Angola,Zambia,1106.45,1,0,2,540.88
IDYY11347,Calisto\CS-341,Ms. Margaret Hopkins,F,1989-12-27,2021-08-21,2021-11-14,1,Bahamas,Ukraine,9220.68,0,1,2,1813.46
IDYY65672,Calisto\CS-687,Ms. Cathy Rodenberg,F,2001-02-16,2021-03-01,2021-10-02,1,Latvia,American Samoa,15132.14,1,1,2,2554.21
IDXX03221,Adonis\AS-737,Ms. Laura Grooms,F,1987-04-08,2021-08-05,2022-01-02,1,Christmas Island,Bulgaria,10019.57,2,1,2,3106.9049999999997
IDXX18953,Adonis\AS-767,Ms. Virginia Savage,F,2005-08-21,2021-06-29,2021-12-05,1,Rwanda,Palestinian Territories,3815.0,0,0,2,1267.04
IDXX13898,Adonis\AS-456,Ms. Pamela Hinton,F,2008-05-01,2021-04-29,2021-06-07,0,Mali,Liberia,1373.77,0,1,2,603.85
IDXX99384,Adonis\AS-251,Mr. Robert Liv,M,2000-12-30,2021-12-28,2022-01-10,1,Nigeria,Afghanistan,6607.81,1,1,2,1554.26
IDXX96513,Adonis\AS-368,Mr. Harvey Kimble,M,1980-07-14,2021-02-05,2021-11-07,1,British Virgin Islands,Afghanistan,12325.22,2,0,2,2765.53
IDYY17181,Calisto\CS-398,Ms. Darlene Castillo,F,1993-05-20,2021-07-07,2021-10-02,1,South Georgia and the South Sandwich Islands,Angola,6754.64,1,0,2,1497.36
IDXX41730,Adonis\AS-138,Mr. Travis Spickard,M,2002-10-08,2021-11-11,2022-08-30,1,French Polynesia,British Virgin Islands,10104.76,1,0,1,1413.86
IDXX23323,Adonis\AS-569,Mr. Juan Pena,M,2012-08-08,2021-07-28,2021-12-13,0,Venezuela,Belarus,9740.42,1,1,2,2016.45
IDZZ04500,Omega\OG-251,Ms. Mary Staton,F,1983-07-04,2021-05-10,2022-03-17,1,Cyprus,Dominican Republic,10000.78,2,1,1,818.25
IDZZ75445,Omega\OG-862,Mr. Marcus Eckel,M,2009-08-19,2021-01-16,2021-09-11,0,Slovenia,Tuvalu,15383.53,2,1,2,1828.84
IDXX31425,Adonis\AS-513,Mr. Willian Hankins,M,1991-12-08,2021-09-11,2022-01-30,1,Kiribati,Guatemala,8893.54,1,1,2,1973.11
IDXX84827,Adonis\AS-864,Ms. Barbara Mcknight,F,1980-11-26,2021-10-11,2022-06-09,1,Greenland,Serbia,4511.57,2,1,1,673.38
IDYY29699,Calisto\CS-201,Mr. Robert Acree,M,2010-03-19,2021-01-16,2021-03-28,0,Benin,Panama,9114.38,2,0,2,1639.07
IDXX67391,Adonis\AS-470,Ms. Sheryl Thompson,F,1983-07-31,2021-02-10,2021-09-26,1,Réunion,Cambodia,6579.1,1,1,2,1543.58
IDXX32763,Adonis\AS-684,Mr. David Barrett,M,2018-09-29,2021-03-11,2021-09-21,0,United Arab Emirates,Costa Rica,14126.86,1,1,1,1545.08
IDYY20060,Calisto\CS-026,Ms. Donna Mcdonald,F,1996-04-21,2021-02-18,2022-01-02,1,Mauritania,Mongolia,10056.88,1,1,2,1822.13
IDXX38921,Adonis\AS-464,Ms. Eleanor Kelly,F,1994-07-05,2021-07-28,2022-04-15,1,Timor-Leste,Vietnam,3198.67,0,0,1,828.98
IDYY06148,Calisto\CS-700,Ms. Teresa Wagner,F,1987-12-07,2021-04-14,2021-09-16,1,Lithuania,Grenada,8615.08,1,1,2,1616.95
IDYY12989,Calisto\CS-512,Mr. Orlando Vo,M,2007-04-26,2021-05-20,2021-07-21,0,Vanuatu,Libya,16671.26,1,1,2,2672.15
IDXX13497,Adonis\AS-771,Mr. Edward Earnest,M,1981-03-01,2021-07-20,2022-06-15,1,Monaco,Anguilla,7073.83,2,1,1,911.3
IDYY53500,Calisto\CS-794,Ms. Julie Jernigan,F,1999-11-10,2021-11-02,2022-04-28,1,Namibia,Palestinian Territories,6367.06,1,1,2,1294.19
IDYY73907,Calisto\CS-378,Ms. Rosalinda Washinski,F,1981-08-16,2021-09-11,2022-05-12,1,Bosnia and Herzegovina,Sierra Leone,4869.38,0,1,1,829.49
IDXX97236,Adonis\AS-022,Ms. Esther Greathouse,F,2006-12-09,2021-08-19,2022-05-07,0,Timor-Leste,Suriname,19452.35,2,1,2,5518.74
IDYY94617,Calisto\CS-918,Mr. Ricardo Stanley,M,1989-09-24,2021-08-23,2022-06-06,1,Pitcairn Islands,Angola,14544.9,1,1,1,1431.47
IDZZ58280,Omega\OG-748,Mr. Russell Lee,M,1992-08-18,2021-10-29,2021-12-08,1,Antigua and Barbuda,Tokelau,12433.28,1,1,2,1712.92
IDZZ56651,Omega\OG-734,Ms. Michelle Wilkerson,F,2009-09-17,2021-05-24,2021-07-31,0,Iceland,Italy,3246.95,2,1,2,522.04
IDYY68655,Calisto\CS-814,Ms. Cherie Posey,F,1982-04-29,2021-01-29,2021-12-05,1,Papua New Guinea,Hong Kong,4559.57,1,0,2,1151.33
IDYY01298,Calisto\CS-455,Ms. Denise Gilreath,F,2010-01-25,2021-12-20,2022-12-09,0,Syria,Bahamas,10588.26,1,1,1,1028.65
IDZZ92005,Omega\OG-256,Mr. Edward Sylva,M,1988-01-24,2021-05-22,2021-12-25,1,Andorra,Saint Lucia,6738.77,0,1,2,1208.25
IDZZ96976,Omega\OG-624,Ms. Dorothy Wheeler,F,1983-03-31,2021-02-18,2021-03-14,1,Norway,Jamaica,8041.46,1,1,3,1671.74
IDXX15688,Adonis\AS-291,Mr. Robert Eastwood,M,2009-05-29,2021-01-18,2021-08-07,0,San Marino,Guadeloupe,7487.09,1,0,2,1797.23
IDXX00104,Adonis\AS-940,Ms. Candida Dale,F,2015-09-25,2021-12-17,2022-05-19,0,Greece,Guinea-Bissau,4744.94,0,1,2,1215.76
IDZZ85357,Omega\OG-072,Ms. Francine Reichman,F,2004-02-11,2021-03-24,2021-10-18,1,Laos,Cyprus,6895.74,0,1,1,842.75
IDXX71534,Adonis\AS-128,Ms. Mary Borda,F,1982-07-26,2021-01-19,2021-09-07,1,South Georgia and the South Sandwich Islands,Switzerland,12033.79,1,0,1,1597.06
IDZZ22831,Omega\OG-797,Ms. Dora Lewis,F,1995-10-28,2021-08-21,2021-11-25,1,Kyrgyzstan,Mozambique,7797.37,2,0,2,1241.52
IDZZ49366,Omega\OG-619,Mr. Nicholas Horne,M,2008-02-03,2021-02-22,2021-06-19,0,Belarus,Svalbard and Jan Mayen,2659.84,0,0,2,726.44
IDXX67292,Adonis\AS-375,Ms. Deneen Sheppard,F,2014-06-11,2021-10-15,2021-12-01,0,Tanzania,Slovenia,6170.43,1,1,2,1382.54
IDYY40367,Calisto\CS-888,Mr. Jayson Bullock,M,2001-05-01,2021-02-19,2021-05-07,1,Lebanon,Peru,12512.4,2,0,2,2304.83
IDYY51662,Calisto\CS-071,Mr. James Pratt,M,1986-10-02,2021-08-22,2022-07-03,1,Saint Vincent and the Grenadines,Netherlands Antilles,848.57,0,0,2,665.98
IDZZ04814,Omega\OG-985,Ms. Heather Parker,F,1986-08-16,2021-01-29,2022-01-22,1,Australia,Panama,15931.31,1,1,2,1040.87
IDZZ26088,Omega\OG-409,Mr. Daniel Cohen,M,1996-09-16,2021-01-18,2021-07-27,1,New Zealand,Turkey,16616.08,2,0,1,1301.17
IDZZ15986,Omega\OG-962,Ms. Julie Rivera,F,2002-11-14,2021-02-07,2021-04-02,1,Netherlands Antilles,Mexico,3755.73,1,1,2,772.17
IDYY30999,Calisto\CS-163,Mr. James Warren,M,2006-01-13,2021-07-20,2022-02-24,1,Guatemala,Portugal,8234.69,2,1,1,858.21
IDXX97090,Adonis\AS-020,Ms. Erika Gonzales,F,2019-07-02,2021-12-10,2022-03-30,0,Gabon,Burundi,2056.6,2,1,2,549.79
IDYY40056,Calisto\CS-934,Ms. Antonia Fox,F,2005-02-20,2021-07-11,2021-08-17,1,Sweden,Palestinian Territories,3366.4,1,1,2,861.67
IDXX75509,Adonis\AS-756,Mr. James Wiest,M,1992-06-30,2021-06-22,2021-09-01,1,Bahamas,Belarus,8739.98,0,1,2,2033.06
IDXX59209,Adonis\AS-071,Ms. Gloria Hamby,F,1998-10-30,2021-04-28,2022-04-12,1,Madagascar,Anguilla,12693.91,2,1,1,1409.91
IDYY87318,Calisto\CS-396,Ms. Terri Ferguson,F,2010-03-17,2021-07-31,2021-11-02,0,Syria,France,3325.93,1,1,2,751.03
IDZZ43639,Omega\OG-978,Ms. Shannon Sanders,F,2018-11-01,2021-10-12,2022-03-27,0,United Arab Emirates,Kosovo,3705.89,1,0,2,745.01
IDXX82077,Adonis\AS-070,Mr. Michael Little,M,1980-05-29,2021-04-20,2021-09-20,1,Greenland,Antarctica,16612.69,2,0,2,3620.75
IDZZ89587,Omega\OG-920,Ms. Judith Stuart,F,2013-01-11,2021-10-26,2022-07-12,0,Solomon Islands,Russia,9229.37,2,1,1,660.15
IDYY98477,Calisto\CS-980,Ms. Kathy Verble,F,1993-10-21,2021-03-23,2022-01-10,1,Antarctica,Venezuela,10065.67,1,1,1,1648.185
IDZZ24125,Omega\OG-365,Ms. Barbara Bean,F,2002-10-06,2021-11-23,2022-11-02,1,North Korea,Bosnia and Herzegovina,8323.07,1,0,1,908.84
IDZZ73401,Omega\OG-131,Ms. Patricia Stanley,F,1996-03-15,2021-10-24,2022-09-21,1,British Indian Ocean Territory,Benin,7909.78,1,0,1,884.51
IDZZ72718,Omega\OG-825,Ms. Carmen Allen,F,2021-09-04,2021-10-24,2022-02-11,0,Central African Republic,Costa Rica,11490.98,1,0,2,1682.22
IDXX37145,Adonis\AS-880,Mr. Stephen Walter,M,2016-06-29,2021-07-26,2022-04-13,0,Macedonia [FYROM],Australia,13634.99,1,0,1,1653.89
IDXX68210,Adonis\AS-175,Ms. Rose Shelby,F,1997-05-30,2021-04-03,2021-04-17,1,Hungary,Botswana,7753.03,1,1,3,2445.92
